date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,v_tat,c_tat,canceled_rides_by_customer,canceled_rides_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,payment_method,ride_distance,driver_ratings,customer_rating,vehicle_images,unnamed:_20
2024-07-07 06:08:00,6:08:00,CNR7531985087,Success,CID309040,Prime Sedan,Bannerghatta Road,Kengeri,196.0,145.0,,,No,,124,Upi,6,4.4,4.5,#NAME?,
2024-07-06 21:49:00,21:49:00,CNR1167216905,Canceled By Customer,CID902445,Auto,Magadi Road,Kengeri,,,Driver asked to cancel,,,,155,,0,,,#NAME?,
2024-07-18 08:33:00,8:33:00,CNR1746319377,Canceled By Driver,CID979405,Bike,Magadi Road,Indiranagar,,,,Personal & Car related issue,,,328,,0,,,#NAME?,
2024-07-08 12:44:00,12:44:00,CNR4812387601,Success,CID556054,Mini,Jp Nagar,Chickpet,49.0,70.0,,,No,,236,Upi,41,4.1,3.5,#NAME?,
2024-07-02 04:15:00,4:15:00,CNR3137764061,Canceled By Driver,CID730808,Prime Sedan,Vijayanagar,Whitefield,,,,Customer was coughing/sick,,,956,,0,,,#NAME?,
2024-07-07 09:16:00,9:16:00,CNR2572250566,Success,CID672094,Mini,Kadugodi,Sahakar Nagar,287.0,95.0,,,No,,386,Upi,10,4.2,3.2,#NAME?,
2024-07-20 23:27:00,23:27:00,CNR9405193530,Canceled By Customer,CID455795,Prime Plus,Devanahalli,Hulimavu,,,Driver asked to cancel,,,,805,,0,,,#NAME?,
2024-07-24 01:20:00,1:20:00,CNR1407646124,Success,CID677687,Ebike,Jayanagar,Kengeri,231.0,80.0,,,No,,192,Upi,47,4.4,4.5,#NAME?,
2024-07-14 23:06:00,23:06:00,CNR2004559238,Success,CID583659,Auto,Shivajinagar,Banashankari,42.0,90.0,,,No,,292,Cash,16,4.9,3.6,#NAME?,
2024-07-07 10:47:00,10:47:00,CNR9175546088,Success,CID281942,Prime Suv,Ulsoor,Shantinagar,147.0,135.0,,,Yes,Vehicle Breakdown,314,Upi,33,3.6,4.8,#NAME?,
2024-07-17 12:58:00,12:58:00,CNR2712293267,Success,CID624812,Prime Sedan,Peenya,Hosur Road,112.0,130.0,,,No,,583,Cash,39,3.3,3.9,#NAME?,
2024-07-29 03:15:00,3:15:00,CNR9567215947,Driver Not Found,CID505607,Auto,Kadugodi,Ramamurthy Nagar,,,,,,,203,,0,,,#NAME?,
2024-07-24 18:11:00,18:11:00,CNR7479462329,Success,CID694023,Bike,Majestic,Kadugodi,133.0,145.0,,,No,,443,Upi,42,3.6,3.4,#NAME?,
2024-07-19 01:42:00,1:42:00,CNR9622824703,Driver Not Found,CID402677,Mini,Kammanahalli,Nagarbhavi,,,,,,,1998,,0,,,#NAME?,
2024-07-18 02:43:00,2:43:00,CNR8426787055,Canceled By Customer,CID726798,Prime Plus,Bellandur,Kengeri,,,AC is Not working,,,,1391,,0,,,#NAME?,
2024-07-10 21:34:00,21:34:00,CNR6682848802,Success,CID415229,Mini,Bannerghatta Road,Hosur Road,210.0,60.0,,,No,,491,Cash,22,3.8,3.3,#NAME?,
2024-07-30 22:53:00,22:53:00,CNR4257114341,Success,CID247599,Auto,Tumkur Road,Hennur,147.0,90.0,,,No,,399,Cash,11,4.3,3.9,#NAME?,
2024-07-24 04:58:00,4:58:00,CNR4543167057,Canceled By Driver,CID625044,Ebike,Btm Layout,Kadugodi,,,,Customer related issue,,,163,,0,,,#NAME?,
2024-07-26 21:27:00,21:27:00,CNR9389266620,Canceled By Driver,CID472471,Ebike,Basavanagudi,Ulsoor,,,,Personal & Car related issue,,,393,,0,,,#NAME?,
2024-07-05 16:43:00,16:43:00,CNR3473148698,Success,CID968359,Auto,Chamarajpet,Marathahalli,35.0,130.0,,,No,,330,Cash,16,3.3,3.4,#NAME?,
2024-07-18 14:59:00,14:59:00,CNR8247404456,Driver Not Found,CID956664,Ebike,Tumkur Road,Ulsoor,,,,,,,304,,0,,,#NAME?,
2024-07-13 08:33:00,8:33:00,CNR9028565891,Success,CID811591,Mini,Btm Layout,Chamarajpet,189.0,60.0,,,No,,861,Upi,45,3.2,4.0,#NAME?,
2024-07-11 03:11:00,3:11:00,CNR6811866938,Success,CID566573,Prime Sedan,Basavanagudi,Chickpet,203.0,35.0,,,No,,200,Cash,4,4.2,3.9,#NAME?,
2024-07-14 19:10:00,19:10:00,CNR4578606393,Canceled By Driver,CID536645,Prime Suv,Marathahalli,Jp Nagar,,,,Customer related issue,,,468,,0,,,#NAME?,
2024-07-17 02:06:00,2:06:00,CNR4339562104,Success,CID976625,Ebike,Nagarbhavi,Shantinagar,140.0,45.0,,,No,,634,Cash,21,3.9,3.6,#NAME?,
2024-07-17 22:15:00,22:15:00,CNR7620174431,Canceled By Customer,CID525577,Bike,Padmanabhanagar,Yeshwanthpur,,,Change of plans,,,,298,,0,,,#NAME?,
2024-07-23 12:18:00,12:18:00,CNR7377357488,Canceled By Customer,CID648775,Mini,Banashankari,Frazer Town,,,Driver is not moving towards pickup location,,,,161,,0,,,#NAME?,
2024-07-06 15:51:00,15:51:00,CNR5118171345,Success,CID527851,Prime Plus,Whitefield,Hebbal,273.0,95.0,,,No,,292,Cash,5,4.8,4.7,#NAME?,
2024-07-23 17:55:00,17:55:00,CNR1184543409,Success,CID601632,Prime Plus,Devanahalli,Marathahalli,259.0,125.0,,,No,,944,Upi,10,3.4,4.5,#NAME?,
2024-07-30 21:07:00,21:07:00,CNR1326077375,Success,CID915195,Mini,Rajajinagar,Kadugodi,273.0,135.0,,,Yes,Vehicle Breakdown,629,Cash,31,4.0,4.6,#NAME?,
2024-07-04 10:31:00,10:31:00,CNR7301985467,Canceled By Driver,CID334427,Prime Sedan,Vijayanagar,Padmanabhanagar,,,,Personal & Car related issue,,,521,,0,,,#NAME?,
2024-07-15 14:19:00,14:19:00,CNR2952125760,Success,CID978699,Prime Plus,Kr Puram,Malleshwaram,189.0,25.0,,,No,,495,Cash,14,3.5,3.1,#NAME?,
2024-07-14 21:54:00,21:54:00,CNR4722721469,Success,CID431451,Ebike,Mg Road,Hebbal,189.0,115.0,,,Yes,Vehicle Breakdown,726,Upi,23,3.6,3.9,#NAME?,
2024-07-12 22:18:00,22:18:00,CNR3151888691,Canceled By Driver,CID596557,Prime Plus,Basavanagudi,Malleshwaram,,,,Personal & Car related issue,,,446,,0,,,#NAME?,
2024-07-17 14:02:00,14:02:00,CNR8517329413,Success,CID351648,Prime Sedan,Richmond Town,Rajarajeshwari Nagar,98.0,80.0,,,No,,186,Cash,43,4.9,4.8,#NAME?,
2024-07-26 23:27:00,23:27:00,CNR2791706011,Success,CID764355,Bike,Kengeri,Hsr Layout,259.0,90.0,,,No,,159,Upi,44,3.1,4.1,#NAME?,
2024-07-16 23:20:00,23:20:00,CNR4498959684,Success,CID685902,Auto,Banashankari,Mysore Road,182.0,140.0,,,No,,316,Cash,6,3.4,3.1,#NAME?,
2024-07-05 00:12:00,0:12:00,CNR1749195476,Success,CID591959,Prime Sedan,Indiranagar,Jayanagar,98.0,30.0,,,No,,365,Cash,18,4.4,4.3,#NAME?,
2024-07-14 23:21:00,23:21:00,CNR7931571936,Canceled By Driver,CID888734,Prime Suv,Padmanabhanagar,Nagarbhavi,,,,More than permitted people in there,,,488,,0,,,#NAME?,
2024-07-15 15:23:00,15:23:00,CNR6114934824,Driver Not Found,CID169713,Prime Suv,Peenya,Peenya,,,,,,,275,,0,,,#NAME?,
2024-07-05 16:13:00,16:13:00,CNR6301880937,Success,CID764347,Prime Plus,Cox Town,Yelahanka,161.0,115.0,,,No,,177,Upi,10,3.4,3.4,#NAME?,
2024-07-07 15:11:00,15:11:00,CNR4339271311,Success,CID479807,Prime Plus,Electronic City,Cox Town,175.0,135.0,,,Yes,Customer Demand,318,Upi,12,4.7,3.9,#NAME?,
2024-07-04 09:48:00,9:48:00,CNR1897607895,Canceled By Customer,CID964083,Ebike,Kengeri,Yeshwanthpur,,,Driver asked to cancel,,,,223,,0,,,#NAME?,
2024-07-24 21:47:00,21:47:00,CNR5241521561,Success,CID932501,Prime Suv,Whitefield,Hebbal,126.0,35.0,,,No,,271,Cash,30,4.0,3.2,#NAME?,
2024-07-02 01:20:00,1:20:00,CNR1655372621,Success,CID312114,Ebike,Bannerghatta Road,Peenya,105.0,105.0,,,No,,245,Cash,34,3.4,4.0,#NAME?,
2024-07-30 05:17:00,5:17:00,CNR6108878401,Canceled By Driver,CID878610,Auto,Tumkur Road,Marathahalli,,,,Personal & Car related issue,,,655,,0,,,#NAME?,
2024-07-09 03:22:00,3:22:00,CNR4594088142,Driver Not Found,CID625857,Bike,Yelahanka,Hennur,,,,,,,496,,0,,,#NAME?,
2024-07-23 11:15:00,11:15:00,CNR5871756670,Success,CID804047,Prime Plus,Shantinagar,Kadugodi,189.0,125.0,,,No,,304,Upi,25,4.4,4.1,#NAME?,
2024-07-09 09:27:00,9:27:00,CNR7741091227,Success,CID326835,Ebike,Mysore Road,Bannerghatta Road,91.0,90.0,,,No,,2089,Upi,41,4.9,3.4,#NAME?,
2024-07-01 13:49:00,13:49:00,CNR7057363011,Success,CID996723,Mini,Richmond Town,Tumkur Road,252.0,75.0,,,No,,710,Cash,14,4.2,3.6,#NAME?,
2024-07-10 22:51:00,22:51:00,CNR8216371515,Success,CID550794,Prime Plus,Richmond Town,Malleshwaram,161.0,70.0,,,No,,348,Cash,40,4.6,3.3,#NAME?,
2024-07-20 05:26:00,5:26:00,CNR8897357405,Canceled By Driver,CID188399,Auto,Malleshwaram,Chickpet,,,,Personal & Car related issue,,,1093,,0,,,#NAME?,
2024-07-27 23:06:00,23:06:00,CNR4169726165,Success,CID379093,Ebike,Electronic City,Jp Nagar,287.0,100.0,,,No,,312,Upi,40,4.8,4.6,#NAME?,
2024-07-26 02:52:00,2:52:00,CNR8433847126,Canceled By Driver,CID332209,Auto,Richmond Town,Nagarbhavi,,,,Personal & Car related issue,,,285,,0,,,#NAME?,
2024-07-09 00:23:00,0:23:00,CNR2572388214,Success,CID623260,Mini,Malleshwaram,Hebbal,252.0,130.0,,,No,,486,Upi,14,3.8,4.8,#NAME?,
2024-07-10 07:49:00,7:49:00,CNR2209338924,Success,CID275811,Prime Suv,Richmond Town,Jayanagar,217.0,85.0,,,No,,281,Cash,27,3.3,4.6,#NAME?,
2024-07-01 09:47:00,9:47:00,CNR7786350145,Driver Not Found,CID358778,Prime Suv,Cox Town,Ramamurthy Nagar,,,,,,,427,,0,,,#NAME?,
2024-07-01 01:27:00,1:27:00,CNR9386247161,Success,CID940541,Auto,Richmond Town,Marathahalli,112.0,40.0,,,No,,988,Cash,19,4.0,3.6,#NAME?,
2024-07-14 12:29:00,12:29:00,CNR5060581275,Success,CID316695,Bike,Varthur,Kammanahalli,238.0,35.0,,,No,,280,Cash,1,3.5,3.1,#NAME?,
2024-07-24 04:39:00,4:39:00,CNR6056771031,Success,CID186413,Prime Plus,Ulsoor,Nagarbhavi,84.0,130.0,,,Yes,Vehicle Breakdown,245,Cash,32,4.5,4.1,#NAME?,
2024-07-24 21:07:00,21:07:00,CNR8967661701,Success,CID177625,Bike,Mysore Road,Koramangala,273.0,105.0,,,No,,376,Upi,41,4.3,3.1,#NAME?,
2024-07-01 17:40:00,17:40:00,CNR5755650925,Success,CID858484,Ebike,Nagarbhavi,Bannerghatta Road,147.0,50.0,,,No,,1836,Cash,43,4.9,5.0,#NAME?,
2024-07-04 10:37:00,10:37:00,CNR9585520919,Canceled By Driver,CID160001,Ebike,Langford Town,Kr Puram,,,,Personal & Car related issue,,,466,,0,,,#NAME?,
2024-07-19 05:14:00,5:14:00,CNR2372286726,Driver Not Found,CID599006,Prime Suv,Sahakar Nagar,Chamarajpet,,,,,,,290,,0,,,#NAME?,
2024-07-07 06:37:00,6:37:00,CNR6760035550,Success,CID297649,Prime Plus,Bannerghatta Road,Jayanagar,273.0,145.0,,,No,,842,Cash,47,3.7,3.7,#NAME?,
2024-07-06 12:59:00,12:59:00,CNR2735787584,Success,CID884354,Auto,Padmanabhanagar,Jayanagar,224.0,75.0,,,No,,128,Upi,10,4.5,3.5,#NAME?,
2024-07-30 12:51:00,12:51:00,CNR3863926079,Success,CID734900,Auto,Yeshwanthpur,Rajajinagar,49.0,140.0,,,No,,252,Upi,9,4.7,4.3,#NAME?,
2024-07-27 07:22:00,7:22:00,CNR4395101031,Canceled By Customer,CID671679,Bike,Koramangala,Bannerghatta Road,,,Driver is not moving towards pickup location,,,,871,,0,,,#NAME?,
2024-07-21 17:34:00,17:34:00,CNR7422722765,Canceled By Customer,CID410654,Prime Plus,Bellandur,Rajajinagar,,,Driver asked to cancel,,,,882,,0,,,#NAME?,
2024-07-27 22:47:00,22:47:00,CNR7827380369,Canceled By Customer,CID607792,Bike,Kammanahalli,Devanahalli,,,Wrong Address,,,,394,,0,,,#NAME?,
2024-07-18 04:11:00,4:11:00,CNR4365228130,Success,CID253393,Bike,Ramamurthy Nagar,Sarjapur Road,147.0,65.0,,,No,,392,Cash,19,3.2,4.7,#NAME?,
2024-07-22 13:03:00,13:03:00,CNR3051048911,Success,CID259235,Bike,Peenya,Electronic City,84.0,110.0,,,No,,353,Cash,47,3.3,4.8,#NAME?,
2024-07-08 21:52:00,21:52:00,CNR5318592386,Success,CID946138,Prime Sedan,Yeshwanthpur,Sahakar Nagar,182.0,75.0,,,No,,364,Upi,8,3.1,3.7,#NAME?,
2024-07-03 21:29:00,21:29:00,CNR9358744169,Canceled By Driver,CID462601,Prime Plus,Hsr Layout,Hebbal,,,,Personal & Car related issue,,,327,,0,,,#NAME?,
2024-07-02 17:20:00,17:20:00,CNR2835273635,Success,CID316470,Prime Sedan,Hennur,Sarjapur Road,168.0,115.0,,,No,,1237,Upi,19,3.6,3.7,#NAME?,
2024-07-10 18:59:00,18:59:00,CNR5897089245,Success,CID684218,Prime Plus,Tumkur Road,Frazer Town,35.0,35.0,,,No,,171,Upi,6,3.1,4.2,#NAME?,
2024-07-14 06:01:00,6:01:00,CNR2267369294,Canceled By Driver,CID881141,Prime Plus,Rt Nagar,Whitefield,,,,Personal & Car related issue,,,363,,0,,,#NAME?,
2024-07-22 17:40:00,17:40:00,CNR4620276114,Success,CID705981,Prime Plus,Cox Town,Yelahanka,63.0,65.0,,,No,,119,Cash,39,4.7,4.0,#NAME?,
2024-07-04 01:05:00,1:05:00,CNR3465175708,Success,CID564278,Prime Suv,Yeshwanthpur,Chamarajpet,182.0,65.0,,,No,,116,Debit Card,49,4.6,4.5,#NAME?,
2024-07-24 17:49:00,17:49:00,CNR9150622541,Success,CID991395,Bike,Chamarajpet,Bannerghatta Road,273.0,115.0,,,No,,334,Upi,19,3.4,3.7,#NAME?,
2024-07-07 07:12:00,7:12:00,CNR5465406782,Success,CID761700,Prime Suv,Rt Nagar,Hosur Road,280.0,45.0,,,No,,2021,Cash,35,4.2,4.5,#NAME?,
2024-07-17 04:08:00,4:08:00,CNR1698555183,Canceled By Driver,CID507693,Auto,Hosur Road,Yelahanka,,,,Customer related issue,,,233,,0,,,#NAME?,
2024-07-08 09:31:00,9:31:00,CNR8558986116,Success,CID562646,Mini,Mg Road,Yelahanka,231.0,75.0,,,No,,2337,Cash,43,3.0,4.9,#NAME?,
2024-07-17 13:25:00,13:25:00,CNR9887374333,Driver Not Found,CID133454,Ebike,Bannerghatta Road,Mg Road,,,,,,,1631,,0,,,#NAME?,
2024-07-30 14:32:00,14:32:00,CNR5974417608,Success,CID342085,Bike,Tumkur Road,Richmond Town,161.0,35.0,,,No,,455,Upi,44,4.4,4.9,#NAME?,
2024-07-26 18:30:00,18:30:00,CNR2899058512,Success,CID788402,Prime Sedan,Chamarajpet,Shivajinagar,308.0,90.0,,,No,,225,Credit Card,20,4.7,3.6,#NAME?,
2024-07-02 23:43:00,23:43:00,CNR1177858712,Success,CID761759,Mini,Banashankari,Varthur,189.0,70.0,,,No,,384,Cash,49,3.3,4.1,#NAME?,
2024-07-02 03:47:00,3:47:00,CNR6639992370,Driver Not Found,CID122556,Mini,Richmond Town,Indiranagar,,,,,,,399,,0,,,#NAME?,
2024-07-28 07:59:00,7:59:00,CNR6316555713,Success,CID855034,Prime Sedan,Devanahalli,Shivajinagar,42.0,35.0,,,No,,863,Upi,28,4.8,3.4,#NAME?,
2024-07-17 14:05:00,14:05:00,CNR8915662704,Success,CID198556,Prime Sedan,Ramamurthy Nagar,Btm Layout,238.0,60.0,,,Yes,Customer Demand,684,Upi,11,4.7,3.4,#NAME?,
2024-07-02 20:06:00,20:06:00,CNR2076447870,Success,CID426811,Prime Sedan,Hosur Road,Chamarajpet,252.0,120.0,,,No,,947,Cash,17,3.3,3.4,#NAME?,
2024-07-21 04:00:00,4:00:00,CNR7873866207,Success,CID726714,Mini,Rt Nagar,Malleshwaram,252.0,25.0,,,No,,894,Upi,13,3.3,4.6,#NAME?,
2024-07-01 12:29:00,12:29:00,CNR4741744512,Success,CID191713,Auto,Nagarbhavi,Frazer Town,182.0,115.0,,,No,,332,Upi,15,4.5,3.8,#NAME?,
2024-07-16 02:48:00,2:48:00,CNR8049513545,Canceled By Driver,CID136904,Prime Sedan,Hennur,Kr Puram,,,,Customer related issue,,,213,,0,,,#NAME?,
2024-07-05 18:19:00,18:19:00,CNR6898159429,Success,CID753502,Bike,Yelahanka,Hebbal,259.0,65.0,,,No,,444,Upi,1,3.7,3.9,#NAME?,
2024-07-17 22:43:00,22:43:00,CNR2356102615,Success,CID906333,Bike,Kadugodi,Richmond Town,154.0,25.0,,,No,,156,Cash,7,4.0,3.9,#NAME?,
2024-07-17 21:05:00,21:05:00,CNR9414899538,Success,CID563852,Auto,Kengeri,Cox Town,294.0,105.0,,,No,,2204,Upi,17,3.6,4.1,#NAME?,
2024-07-11 12:04:00,12:04:00,CNR3435621611,Success,CID308048,Prime Suv,Magadi Road,Banashankari,42.0,120.0,,,No,,549,Cash,26,4.9,3.3,#NAME?,
2024-07-29 04:46:00,4:46:00,CNR7128031060,Driver Not Found,CID875217,Ebike,Btm Layout,Sahakar Nagar,,,,,,,194,,0,,,#NAME?,
2024-07-28 11:02:00,11:02:00,CNR9140429965,Canceled By Customer,CID646021,Bike,Sahakar Nagar,Hsr Layout,,,Wrong Address,,,,483,,0,,,#NAME?,
2024-07-14 22:26:00,22:26:00,CNR6801250146,Success,CID128389,Ebike,Ulsoor,Chickpet,245.0,60.0,,,No,,323,Upi,45,3.5,4.7,#NAME?,
2024-07-12 04:09:00,4:09:00,CNR6301417844,Success,CID418837,Prime Sedan,Basavanagudi,Ramamurthy Nagar,49.0,35.0,,,No,,352,Cash,27,4.8,4.4,#NAME?,
2024-07-25 18:06:00,18:06:00,CNR9411114114,Canceled By Customer,CID920643,Auto,Shivajinagar,Electronic City,,,Driver is not moving towards pickup location,,,,661,,0,,,#NAME?,
2024-07-18 01:03:00,1:03:00,CNR3037725956,Success,CID736277,Auto,Frazer Town,Langford Town,259.0,125.0,,,No,,187,Cash,3,4.4,3.6,#NAME?,
2024-07-04 22:37:00,22:37:00,CNR2936854622,Canceled By Driver,CID554308,Prime Plus,Indiranagar,Sarjapur Road,,,,Personal & Car related issue,,,854,,0,,,#NAME?,
2024-07-17 06:53:00,6:53:00,CNR6006240971,Canceled By Customer,CID289984,Prime Suv,Cox Town,Sarjapur Road,,,Change of plans,,,,185,,0,,,#NAME?,
2024-07-01 06:43:00,6:43:00,CNR1766274511,Canceled By Driver,CID410862,Mini,Bellandur,Peenya,,,,Customer was coughing/sick,,,441,,0,,,#NAME?,
2024-07-26 23:06:00,23:06:00,CNR5971026587,Success,CID725452,Prime Plus,Koramangala,Hosur Road,140.0,130.0,,,No,,285,Upi,8,3.8,3.3,#NAME?,
2024-07-03 00:19:00,0:19:00,CNR7279057939,Success,CID862445,Bike,Shivajinagar,Btm Layout,252.0,60.0,,,No,,791,Credit Card,39,4.2,3.1,#NAME?,
2024-07-05 00:58:00,0:58:00,CNR2119856536,Success,CID674806,Bike,Banashankari,Magadi Road,287.0,70.0,,,No,,244,Cash,11,3.8,4.3,#NAME?,
2024-07-28 11:53:00,11:53:00,CNR4421724901,Canceled By Driver,CID160163,Prime Suv,Peenya,Devanahalli,,,,Personal & Car related issue,,,419,,0,,,#NAME?,
2024-07-08 16:27:00,16:27:00,CNR8203280415,Success,CID986574,Ebike,Bannerghatta Road,Mysore Road,308.0,120.0,,,Yes,Vehicle Breakdown,530,Cash,9,4.8,3.4,#NAME?,
2024-07-18 07:13:00,7:13:00,CNR1917233145,Success,CID120985,Ebike,Jayanagar,Vijayanagar,42.0,25.0,,,No,,699,Credit Card,32,3.2,4.4,#NAME?,
2024-07-02 23:29:00,23:29:00,CNR4954905109,Driver Not Found,CID688234,Prime Plus,Frazer Town,Sarjapur Road,,,,,,,287,,0,,,#NAME?,
2024-07-11 00:52:00,0:52:00,CNR8148307201,Success,CID558424,Mini,Hsr Layout,Btm Layout,287.0,80.0,,,No,,354,Cash,21,4.1,3.6,#NAME?,
2024-07-23 08:57:00,8:57:00,CNR2188061851,Success,CID325618,Auto,Sahakar Nagar,Hosur Road,126.0,55.0,,,No,,168,Cash,2,4.5,3.1,#NAME?,
2024-07-22 17:26:00,17:26:00,CNR5145128340,Success,CID995361,Bike,Peenya,Rajajinagar,217.0,25.0,,,No,,420,Upi,32,5.0,3.2,#NAME?,
2024-07-28 00:17:00,0:17:00,CNR7158545895,Success,CID844279,Auto,Kadugodi,Basavanagudi,259.0,30.0,,,No,,223,Upi,13,4.2,3.0,#NAME?,
2024-07-19 01:10:00,1:10:00,CNR9173107597,Success,CID522747,Bike,Shivajinagar,Yeshwanthpur,91.0,140.0,,,No,,981,Cash,16,3.2,4.4,#NAME?,
2024-07-06 13:09:00,13:09:00,CNR6393562358,Success,CID785115,Auto,Sahakar Nagar,Hosur Road,126.0,65.0,,,No,,787,Cash,17,4.8,3.9,#NAME?,
2024-07-13 10:40:00,10:40:00,CNR8232247249,Success,CID793446,Prime Suv,Kammanahalli,Btm Layout,301.0,85.0,,,No,,482,Upi,39,3.6,4.3,#NAME?,
2024-07-27 12:50:00,12:50:00,CNR9168317010,Canceled By Customer,CID232161,Prime Sedan,Devanahalli,Rajajinagar,,,Driver asked to cancel,,,,477,,0,,,#NAME?,
2024-07-16 21:09:00,21:09:00,CNR6663429218,Success,CID791885,Auto,Btm Layout,Peenya,98.0,95.0,,,No,,368,Upi,15,4.1,4.7,#NAME?,
2024-07-12 12:18:00,12:18:00,CNR7548762097,Success,CID602521,Prime Suv,Peenya,Hulimavu,182.0,90.0,,,No,,2630,Cash,23,4.7,3.5,#NAME?,
2024-07-11 02:49:00,2:49:00,CNR9729131880,Canceled By Customer,CID204941,Prime Plus,Whitefield,Jayanagar,,,Driver is not moving towards pickup location,,,,223,,0,,,#NAME?,
2024-07-26 03:46:00,3:46:00,CNR5294128823,Success,CID459433,Auto,Nagarbhavi,Sarjapur Road,224.0,75.0,,,No,,723,Credit Card,13,4.4,4.2,#NAME?,
2024-07-14 19:17:00,19:17:00,CNR3206112487,Success,CID396565,Auto,Hennur,Kengeri,280.0,35.0,,,Yes,Customer Demand,263,Upi,5,4.3,3.8,#NAME?,
2024-07-08 08:22:00,8:22:00,CNR1566940024,Canceled By Driver,CID549889,Auto,Btm Layout,Ramamurthy Nagar,,,,Customer related issue,,,178,,0,,,#NAME?,
2024-07-07 09:53:00,9:53:00,CNR5315297238,Canceled By Driver,CID338366,Prime Suv,Sarjapur Road,Ramamurthy Nagar,,,,Personal & Car related issue,,,249,,0,,,#NAME?,
2024-07-01 16:54:00,16:54:00,CNR1006922120,Success,CID852504,Auto,Whitefield,Hennur,77.0,60.0,,,No,,476,Upi,2,4.7,3.2,#NAME?,
2024-07-12 16:46:00,16:46:00,CNR5544597949,Success,CID761496,Ebike,Cox Town,Kr Puram,203.0,95.0,,,No,,259,Cash,32,4.9,4.1,#NAME?,
2024-07-18 16:50:00,16:50:00,CNR9885501466,Canceled By Driver,CID713457,Mini,Cox Town,Jp Nagar,,,,Personal & Car related issue,,,184,,0,,,#NAME?,
2024-07-10 22:36:00,22:36:00,CNR2577290630,Success,CID587486,Mini,Indiranagar,Varthur,168.0,25.0,,,No,,166,Debit Card,4,4.5,3.5,#NAME?,
2024-07-13 08:27:00,8:27:00,CNR2189358103,Canceled By Customer,CID206579,Mini,Electronic City,Malleshwaram,,,Change of plans,,,,234,,0,,,#NAME?,
2024-07-20 03:13:00,3:13:00,CNR5878296662,Canceled By Driver,CID531606,Prime Suv,Rajarajeshwari Nagar,Mg Road,,,,Customer was coughing/sick,,,2207,,0,,,#NAME?,
2024-07-08 20:49:00,20:49:00,CNR5407767059,Success,CID961280,Bike,Kadugodi,Bellandur,147.0,105.0,,,No,,492,Debit Card,38,4.4,5.0,#NAME?,
2024-07-29 11:37:00,11:37:00,CNR3858879331,Success,CID130793,Mini,Chamarajpet,Majestic,126.0,30.0,,,No,,257,Upi,39,3.4,3.4,#NAME?,
2024-07-04 08:26:00,8:26:00,CNR3946189236,Canceled By Driver,CID976608,Prime Suv,Bannerghatta Road,Padmanabhanagar,,,,Personal & Car related issue,,,188,,0,,,#NAME?,
2024-07-18 02:54:00,2:54:00,CNR3884085149,Success,CID817565,Ebike,Jp Nagar,Bannerghatta Road,168.0,115.0,,,No,,1197,Upi,14,4.9,3.7,#NAME?,
2024-07-15 01:39:00,1:39:00,CNR5160900451,Canceled By Driver,CID534579,Prime Plus,Hsr Layout,Banashankari,,,,Personal & Car related issue,,,372,,0,,,#NAME?,
2024-07-26 10:33:00,10:33:00,CNR5594173531,Canceled By Driver,CID842728,Mini,Marathahalli,Marathahalli,,,,More than permitted people in there,,,2873,,0,,,#NAME?,
2024-07-03 06:14:00,6:14:00,CNR1747570490,Success,CID738770,Prime Sedan,Hebbal,Electronic City,217.0,110.0,,,No,,308,Cash,40,4.2,3.1,#NAME?,
2024-07-07 05:58:00,5:58:00,CNR4175222294,Canceled By Driver,CID842175,Prime Plus,Hosur Road,Hosur Road,,,,Personal & Car related issue,,,460,,0,,,#NAME?,
2024-07-10 17:04:00,17:04:00,CNR5011050582,Success,CID314963,Ebike,Basavanagudi,Ramamurthy Nagar,98.0,55.0,,,No,,229,Upi,30,4.4,3.4,#NAME?,
2024-07-18 19:21:00,19:21:00,CNR6903541832,Canceled By Driver,CID704855,Ebike,Sarjapur Road,Btm Layout,,,,More than permitted people in there,,,252,,0,,,#NAME?,
2024-07-12 10:44:00,10:44:00,CNR2134630697,Canceled By Customer,CID260270,Ebike,Banashankari,Btm Layout,,,Change of plans,,,,464,,0,,,#NAME?,
2024-07-25 09:22:00,9:22:00,CNR6084131375,Success,CID417409,Mini,Peenya,Rt Nagar,196.0,25.0,,,No,,925,Cash,20,3.3,4.9,#NAME?,
2024-07-16 04:47:00,4:47:00,CNR8877537383,Canceled By Driver,CID899351,Prime Sedan,Jayanagar,Magadi Road,,,,More than permitted people in there,,,388,,0,,,#NAME?,
2024-07-13 10:00:00,10:00:00,CNR7162634847,Driver Not Found,CID238610,Mini,Mysore Road,Majestic,,,,,,,366,,0,,,#NAME?,
2024-07-07 06:42:00,6:42:00,CNR2171469019,Canceled By Customer,CID750161,Auto,Ramamurthy Nagar,Bellandur,,,Change of plans,,,,376,,0,,,#NAME?,
2024-07-19 05:07:00,5:07:00,CNR5371898305,Canceled By Driver,CID979531,Bike,Kammanahalli,Rt Nagar,,,,Customer related issue,,,267,,0,,,#NAME?,
2024-07-10 11:19:00,11:19:00,CNR8898869737,Canceled By Driver,CID950981,Bike,Hennur,Tumkur Road,,,,Personal & Car related issue,,,1350,,0,,,#NAME?,
